11	198510
11	199256
11	202856
11	203788
11	204062
11	204228
11	211482
11	218613
11	219089
11	219538
11	221584
11	221824
11	223272
11	224393
11	224832
11	233067
11	236871
11	237087
11	242112
11	243268
11	244106
11	244141
11	244552
11	247986
11	248002
11	248016
11	248181
11	249097
11	249105
11	249131
11	252318
11	253841
11	254256
11	254672
11	255014
11	257030
11	264391
11	269147
11	269856
11	272010
11	274780
11	283928
11	285936
11	290233
11	295343
11	295876
11	300364
11	308180
11	330630
11	331326
11	335017
11	336332
11	345515
11	345595
11	346015
11	350917
11	353757
11	356090
11	358027
11	362668
11	366710
11	378188
11	392079
11	403980
11	406483
11	409815
11	419906
11	424291
11	428385
11	428489
11	429659
11	432436
11	444628
11	454363
11	454980
11	467339
11	470331
11	484204
11	491334
11	502013
11	511805
11	549119
11	551405
11	557342
11	558884
11	564295
11	589246
11	605856
11	606749
11	609888
11	616865
11	619789
11	620599
11	636399
11	641191
11	656845
11	656940
11	662407
11	674499
11	682054
11	683403
11	684697
11	688312
11	702250
11	705404
11	710558
11	715420
11	716765
11	729570
11	743813
11	744185
11	749776
11	752059
11	755659
11	766479
11	783512
11	802379
11	803017
11	810882
11	812188
11	825110
11	840319
11	870446
11	888632
11	898518
11	904258
11	934594
11	944466
11	946070
11	955638
11	976019
11	983966
11	996522
11	1005108
11	1010694
11	1011490
11	1015021
11	1019194
11	1027811
11	1029320
11	1037029
11	1038110
11	1039867
11	1044938
11	1054915
11	1061781
11	1062519
11	1062990
11	1063767
11	1068900
11	1073712
11	1075920
11	1083364
11	1083946
11	1084362
11	1088815
11	1093945
11	1101649
11	1103296
11	1105976
11	1111474
11	1117281
11	1126979
11	1137086
11	1236427
11	1242690
11	1247458
11	1250488
11	1257459
11	1263523
11	1281134
11	1284227
11	1292831
11	1300406
11	1301982
11	1314028
11	1318312
11	1323564
11	1354704
11	1357063
11	1365531
11	1369465
11	1374456
11	1375960
11	1377230
11	1380764
11	1393709
11	1395321
11	1398019
11	1398316
11	1401890
11	1404838
11	1408590
11	1419944
11	1423176
11	1429616
11	1438103
11	1439894
11	1440776
11	1442226
11	1449373
11	1473931
11	1485629
11	1491096
11	1493132
11	1502401
11	1506634
11	1515271
11	1516094
11	1516110
11	1517541
11	1519981
11	1520063
11	1521917
11	1523347
11	1554595
11	1562713
11	1573788
11	1575068
11	1595263
11	1607346
11	1608295
11	1613255
11	1619859
11	1625363
11	1627296
11	1628844
11	1632180
11	1638044
11	1638238
11	1640024
11	1641649
11	1643728
11	1644905
11	1644916
11	1645885
11	1647110
11	1649822
11	1650264
11	1650805
11	1651917
11	1652422
11	1653445
11	1657308
11	1662536
11	1667746
11	1667948
11	1672903
11	1673636
11	1673956
11	1674938
11	1675559
11	1676922
11	1677351
11	1678014
11	1679464
11	1679711
11	1680110
11	1680161
11	1681001
11	1689325
11	1691621
11	1693052
11	1696849
11	1701470
11	1702321
11	1713618
11	1714061
11	1714464
11	1714688
11	1714736
11	1714984
11	1716153
11	1717577
11	1718266
11	1721089
11	1722651
11	1729593
11	1732010
11	1736664
11	1736750
11	1740189
11	1754400
11	1760556
11	1776332
11	1782594
11	1802438
11	1803642
11	1805571
11	1807114
11	1812367
11	1818095
11	1822481
11	1834254
11	1836370
11	1837050
11	1840954
11	1849333
11	1849354
11	1857112
11	1857270
11	1874072
11	1874404
11	1884342
11	1886147
11	1888614
11	1888955
11	1901467
11	1906174
11	1909006
11	1911439
11	1912726
11	1913377
11	1917872
11	1928217
11	1938523
11	1941946
11	1948961
11	1964312
11	1985127
11	1987045
11	1988576
11	1999658
11	2001895
11	2003541
11	2014646
11	2014709
11	2016908
11	2018168
11	2022804
11	2022899
11	2024544
11	2029278
11	2040997
11	2043867
11	2050558
11	2055620
11	2057647
11	2066031
11	2068717
11	2068776
11	2070570
11	2073913
11	2074576
11	2076043
11	2087220
11	2095733
11	2095799
11	2096707
11	2101283
11	2101345
11	2108072
11	2108794
11	2117403
11	2138139
11	2140255
11	2141603
11	2152052
11	2156213
11	2163110
11	2171601
11	2173447
11	2186335
11	2193840
11	2194175
11	2195981
11	2198418
11	2206027
11	2213166
11	2219962
11	2220754
11	2222913
11	2229782
11	2233951
11	2234690
11	2236689
11	2238288
11	2241272
11	2242612
11	2250672
11	2250850
11	2250889
11	2251049
11	2256031
11	2269704
11	2271323
11	2281501
11	2282733
11	2283459
11	2284590
11	2286454
11	2299035
11	2302734
11	2304554
11	2305799
11	2305813
11	2306026
11	2306168
11	2306339
11	2308762
11	2309898
11	2311152
11	2312237
11	2315404
11	2316720
11	2317951
11	2319355
11	2320013
11	2320884
11	2320966
11	2322136
11	2322662
11	2323528
11	2325581
11	2333675
11	2339737
11	2339822
11	2341732
11	2345621
11	2345842
11	2348778
11	2350322
11	2362790
11	2367377
11	2367714
11	2373515
11	2384752
11	2385071
11	2386600
11	2388861
11	2389633
11	2396666
11	2396995
11	2402747
11	2410099
11	2411368
11	2418896
11	2420500
11	2423820
11	2429733
11	2437425
11	2439767
11	2440989
